257 32896 266
194 61 30 0
32 111 36 0
250 62 38 0
164 27 51 0
141 15 100 0
80 185 69 0
134 88 23 0
241 46 76 0
36 97 41 0
241 229 35 0
128 229 19 0
93 100 47 0
112 225 35 0
210 26 92 0
75 204 73 0
163 151 95 0
4 156 19 0
132 187 5 0
113 146 26 0
245 238 54 0
231 9 54 0
165 109 65 0
216 110 67 0
176 120 34 0
154 244 97 0
138 147 81 0
20 64 88 0
18 142 24 0
107 155 90 0
129 33 36 0
194 190 16 0
125 76 29 0
28 44 74 0
62 25 39 0
249 115 21 0
91 212 57 0
186 61 15 0
232 162 40 0
143 116 96 0
75 36 52 0
21 253 80 0
191 198 22 0
217 36 37 0
130 120 62 0
118 68 40 0
109 62 61 0
68 106 10 0
146 22 59 0
77 42 29 0
182 64 6 0
234 163 88 0
35 5 38 0
251 249 76 0
101 251 46 0
70 131 38 0
134 156 41 0
74 251 74 0
169 248 70 0
30 161 65 0
138 225 69 0
162 43 80 0
47 44 23 0
155 164 33 0
217 113 97 0
249 149 15 0
223 5 94 0
45 32 68 0
46 4 68 0
49 255 34 0
186 145 79 0
63 19 9 0
243 158 25 0
188 48 42 0
88 44 72 0
54 189 69 0
138 249 74 0
130 0 93 0
244 201 15 0
228 216 81 0
209 233 27 0
132 173 25 0
84 55 36 0
205 173 2 0
28 206 48 0
177 163 38 0
146 246 86 0
1 201 100 0
52 252 2 0
6 116 21 0
220 236 49 0
77 166 78 0
244 210 6 0
82 201 6 0
153 12 2 0
12 42 86 0
38 107 94 0
171 120 29 0
88 171 4 0
186 214 69 0
172 107 35 0
195 217 47 0
88 41 40 0
220 211 57 0
89 174 47 0
2 165 30 0
78 166 72 0
111 64 59 0
144 72 78 0
30 60 82 0
6 87 19 0
178 192 25 0
3 60 58 0
2 220 72 0
119 160 25 0
111 120 81 0
145 186 2 0
226 118 16 0
85 80 47 0
127 123 46 0
79 229 78 0
22 100 66 0
127 8 91 0
117 216 16 0
114 162 21 0
118 11 98 0
70 244 13 0
53 21 3 0
138 245 81 0
129 8 52 0
38 194 20 0
216 251 66 0
0 241 37 0
10 3 23 0
133 239 41 0
157 158 99 0
32 204 34 0
158 124 23 0
151 32 58 0
225 202 80 0
245 131 96 0
133 4 88 0
70 19 27 0
54 256 75 0
160 187 19 0
229 224 29 0
190 116 24 0
74 187 34 0
141 76 54 0
161 169 72 0
43 240 73 0
213 16 81 0
225 133 52 0
186 22 3 0
155 188 73 0
211 191 99 0
28 65 61 0
195 206 94 0
152 240 16 0
16 106 80 0
7 105 95 0
221 158 50 0
55 184 65 0
26 63 95 0
90 182 21 0
74 2 17 0
46 216 97 0
30 213 66 0
175 2 70 0
32 184 56 0
9 85 9 0
54 176 67 0
162 139 99 0
85 67 28 0
209 134 88 0
12 70 99 0
185 20 46 0
94 175 3 0
33 129 58 0
166 204 93 0
158 74 23 0
31 253 32 0
135 219 92 0
80 153 64 0
198 208 84 0
12 16 43 0
11 97 51 0
150 33 42 0
90 43 67 0
28 213 23 0
39 70 10 0
252 13 88 0
82 212 77 0
10 58 82 0
31 133 47 0
18 19 73 0
120 203 99 0
20 173 58 0
234 138 13 0
68 38 78 0
139 134 73 0
143 222 38 0
232 45 13 0
117 104 66 0
252 249 24 0
5 163 96 0
10 44 83 0
157 191 23 0
41 220 6 0
154 156 80 0
101 105 14 0
241 174 92 0
200 170 24 0
185 180 14 0
189 221 73 0
225 189 75 0
128 96 52 0
180 144 51 0
45 65 67 0
64 53 91 0
109 126 95 0
168 45 17 0
14 234 26 0
159 123 38 0
250 43 61 0
227 195 28 0
145 32 26 0
82 19 76 0
224 13 97 0
54 33 94 0
105 102 72 0
93 117 78 0
153 243 61 0
38 72 87 0
177 221 89 0
113 162 77 0
207 30 50 0
175 234 33 0
104 175 81 0
120 191 14 0
38 124 47 0
133 224 59 0
55 33 19 0
157 36 85 0
37 157 22 0
218 133 60 0
109 101 82 0
222 63 74 0
206 45 73 0
149 27 3 0
185 45 92 0
208 167 50 0
10 133 30 0
101 11 45 0
91 157 92 0
170 196 19 0
1 119 42 0
108 115 5 0
65 198 9 0
153 178 46 0
183 150 29 0
158 218 38 0
134 13 46 0
117 52 10 0
227 113 59 0
91 96 14 0
165 62 36 0
93 256 51 0
236 30 31 0
74 11 12 0
178 195 42 0
190 33 58 0
32 113 2 0
215 2 79 0
24 148 51 0
121 234 95 0
60 247 53 0
147 9 27 0
249 156 13 0
78 56 78 0
50 151 3 0
179 160 65 0
222 131 71 0
244 125 21 0
175 151 2 0
145 7 2 0
33 240 17 0
248 81 68 0
254 84 18 0
164 207 33 0
20 196 2 0
206 80 86 0
228 96 64 0
30 249 68 0
163 8 2 0
226 152 23 0
27 104 80 0
133 119 88 0
138 124 47 0
175 155 40 0
57 3 56 0
71 207 65 0
151 50 10 0
43 200 76 0
55 160 12 0
29 156 92 0
1 196 62 0
184 241 36 0
76 177 12 0
27 151 33 0
55 134 3 0
189 132 85 0
23 14 32 0
197 152 19 0
162 61 83 0
233 59 46 0
157 6 51 0
226 165 82 0
195 150 73 0
66 31 97 0
102 190 45 0
188 55 57 0
137 9 98 0
140 107 4 0
163 3 68 0
154 37 49 0
34 166 96 0
103 149 2 0
151 253 33 0
22 9 52 0
103 231 97 0
156 176 52 0
65 184 54 0
99 184 58 0
254 32 72 0
231 248 47 0
47 49 58 0
53 202 28 0
179 133 5 0
58 254 16 0
160 88 39 0
34 232 91 0
28 200 91 0
166 109 57 0
1 194 59 0
65 84 67 0
5 150 80 0
150 155 28 0
121 169 22 0
61 23 65 0
118 141 62 0
73 124 30 0
35 206 15 0
104 202 89 0
155 12 33 0
9 87 39 0
140 24 59 0
148 255 50 0
159 106 32 0
229 37 27 0
6 253 24 0
86 178 54 0
174 127 10 0
169 56 47 0
29 214 34 0
213 87 47 0
39 49 87 0
20 114 82 0
227 171 41 0
214 88 72 0
76 174 40 0
38 227 1 0
162 97 9 0
90 106 65 0
237 77 8 0
211 24 14 0
21 15 12 0
220 154 75 0
240 234 3 0
73 188 92 0
207 201 88 0
25 103 94 0
73 70 27 0
69 25 51 0
232 107 38 0
178 234 75 0
219 210 52 0
101 162 23 0
16 109 48 0
152 153 48 0
233 127 1 0
103 1 34 0
182 197 85 0
239 72 12 0
224 186 84 0
128 64 3 0
147 104 99 0
116 102 73 0
78 187 47 0
232 251 3 0
110 24 91 0
162 223 30 0
1 159 10 0
253 129 35 0
25 91 60 0
125 122 91 0
189 212 94 0
165 111 84 0
215 13 39 0
128 117 38 0
160 14 62 0
238 224 34 0
190 177 12 0
37 7 62 0
98 101 11 0
146 241 78 0
60 167 68 0
55 153 55 0
173 169 24 0
188 129 11 0
86 74 52 0
20 192 100 0
168 31 15 0
192 144 21 0
109 34 98 0
116 210 53 0
196 109 12 0
182 126 3 0
71 218 15 0
57 158 33 0
10 86 53 0
94 86 20 0
54 116 33 0
187 150 2 0
148 165 8 0
152 129 37 0
94 12 11 0
41 217 65 0
95 229 44 0
139 113 83 0
8 126 55 0
34 128 3 0
44 27 82 0
179 183 67 0
252 193 86 0
4 143 62 0
37 148 98 0
166 155 46 0
187 256 13 0
175 244 76 0
97 180 77 0
104 197 23 0
210 20 9 0
183 2 98 0
231 101 12 0
254 1 88 0
32 138 66 0
22 13 10 0
49 166 3 0
53 146 2 0
92 98 58 0
112 130 81 0
145 93 85 0
247 189 61 0
191 168 87 0
39 250 32 0
115 196 47 0
26 138 72 0
159 122 25 0
18 216 78 0
106 97 36 0
149 30 84 0
187 250 36 0
205 228 17 0
247 70 52 0
131 42 87 0
215 220 75 0
220 156 26 0
156 256 28 0
78 90 71 0
28 80 51 0
199 219 52 0
245 72 72 0
218 223 50 0
147 12 76 0
9 93 56 0
74 0 26 0
157 102 32 0
216 212 24 0
129 13 40 0
146 190 93 0
103 64 24 0
79 230 52 0
77 144 67 0
71 155 31 0
101 236 77 0
89 254 25 0
148 156 93 0
25 1 64 0
224 134 90 0
183 234 79 0
79 23 12 0
26 162 22 0
73 84 56 0
44 185 91 0
174 234 97 0
237 141 49 0
52 219 59 0
92 177 82 0
120 60 11 0
170 17 11 0
23 76 20 0
4 14 74 0
183 205 80 0
118 35 1 0
39 56 82 0
119 105 82 0
236 80 74 0
198 222 39 0
184 252 2 0
19 9 58 0
110 87 36 0
46 49 7 0
254 134 59 0
59 9 63 0
21 23 78 0
73 106 13 0
232 240 87 0
13 179 6 0
168 135 47 0
166 113 83 0
26 144 71 0
205 239 34 0
183 131 1 0
218 33 93 0
119 243 3 0
212 240 86 0
228 193 73 0
147 45 8 0
235 108 58 0
17 240 63 0
85 157 2 0
56 143 68 0
238 149 35 0
118 36 86 0
179 159 82 0
153 64 70 0
225 171 85 0
232 127 13 0
130 228 53 0
248 3 24 0
250 66 20 0
176 76 93 0
162 7 52 0
51 207 94 0
25 206 61 0
243 49 71 0
200 56 65 0
121 11 59 0
231 2 13 0
218 185 23 0
89 25 70 0
173 12 88 0
214 243 82 0
228 111 82 0
133 13 56 0
105 46 86 0
216 197 14 0
106 213 84 0
134 163 10 0
117 222 5 0
35 219 51 0
34 134 27 0
62 180 78 0
165 30 89 0
218 204 24 0
76 206 98 0
218 108 39 0
210 12 79 0
201 138 20 0
92 137 13 0
113 102 23 0
55 163 25 0
75 28 22 0
174 254 82 0
5 173 14 0
227 16 83 0
221 149 36 0
198 82 87 0
31 213 92 0
114 36 100 0
117 204 48 0
174 137 38 0
113 86 99 0
254 217 45 0
132 219 77 0
119 100 34 0
3 217 45 0
0 34 45 0
11 247 26 0
208 225 65 0
154 14 10 0
115 93 82 0
172 82 95 0
244 134 71 0
202 163 37 0
204 53 32 0
156 168 22 0
181 253 94 0
105 70 34 0
223 61 7 0
247 53 8 0
209 240 78 0
84 44 5 0
87 102 66 0
81 75 36 0
115 77 18 0
127 164 11 0
31 190 46 0
251 64 11 0
54 22 9 0
111 202 37 0
32 161 35 0
171 137 7 0
73 111 1 0
254 244 97 0
4 35 53 0
87 72 35 0
90 202 41 0
237 1 31 0
126 180 91 0
99 131 94 0
40 127 57 0
179 248 81 0
185 210 50 0
149 83 88 0
4 6 50 0
72 95 66 0
197 186 27 0
221 178 96 0
221 135 95 0
252 158 91 0
80 239 82 0
136 214 95 0
251 131 24 0
70 5 38 0
113 83 59 0
142 164 68 0
178 112 94 0
80 100 2 0
100 225 73 0
163 20 31 0
183 145 12 0
242 23 89 0
62 54 76 0
212 75 70 0
237 154 75 0
131 76 66 0
134 56 16 0
112 176 14 0
141 236 29 0
71 42 88 0
213 199 42 0
193 62 98 0
221 62 84 0
68 98 98 0
35 197 69 0
173 7 68 0
60 147 38 0
83 162 37 0
161 97 52 0
50 53 73 0
138 81 75 0
61 129 34 0
24 232 26 0
219 100 70 0
176 244 3 0
41 126 51 0
30 147 44 0
241 83 70 0
60 223 67 0
41 161 23 0
85 143 2 0
17 133 45 0
180 1 56 0
47 118 62 0
184 0 1 0
217 248 48 0
11 211 60 0
226 241 96 0
191 101 73 0
80 212 3 0
155 123 1 0
200 182 7 0
255 31 5 0
197 35 62 0
174 14 47 0
204 130 39 0
84 76 1 0
143 35 40 0
181 123 47 0
237 84 61 0
192 93 67 0
34 178 91 0
195 191 8 0
249 87 39 0
40 138 29 0
196 50 37 0
101 181 63 0
110 177 3 0
255 139 15 0
237 151 97 0
48 145 41 0
151 82 81 0
171 243 19 0
99 46 52 0
230 1 66 0
128 215 36 0
189 4 61 0
156 77 80 0
75 133 37 0
145 187 73 0
7 123 15 0
134 221 37 0
95 212 37 0
178 20 8 0
116 181 68 0
192 105 30 0
198 42 51 0
142 131 60 0
186 85 10 0
63 99 95 0
26 214 17 0
192 235 70 0
16 84 56 0
59 206 12 0
125 112 90 0
96 212 96 0
157 184 68 0
63 5 97 0
253 235 75 0
113 225 31 0
64 19 44 0
159 32 88 0
83 40 56 0
188 47 13 0
252 125 97 0
225 48 43 0
6 96 91 0
27 123 86 0
171 35 2 0
141 246 68 0
218 64 76 0
60 21 23 0
128 56 78 0
214 33 9 0
35 36 88 0
44 227 76 0
202 4 100 0
76 197 12 0
9 158 49 0
174 85 31 0
75 184 45 0
41 237 53 0
177 88 54 0
18 226 44 0
136 43 68 0
220 26 58 0
167 226 76 0
227 175 32 0
228 89 23 0
32 91 10 0
130 22 88 0
79 123 51 0
102 87 77 0
240 98 28 0
230 204 100 0
193 3 90 0
97 250 54 0
80 134 100 0
88 133 29 0
79 246 94 0
21 222 64 0
19 220 35 0
222 188 8 0
2 249 21 0
83 213 70 0
193 151 88 0
74 225 75 0
122 24 52 0
13 37 46 0
140 74 49 0
90 56 7 0
72 55 16 0
59 85 9 0
6 137 64 0
35 0 4 0
187 52 10 0
190 19 62 0
161 113 16 0
237 8 61 0
104 66 50 0
255 67 54 0
84 120 13 0
27 3 10 0
181 199 68 0
215 106 99 0
237 250 93 0
169 119 47 0
106 62 67 0
117 55 93 0
176 83 43 0
181 33 2 0
191 154 7 0
85 185 82 0
120 70 75 0
193 222 9 0
141 129 27 0
119 189 30 0
248 235 35 0
77 210 60 0
150 233 45 0
163 253 88 0
66 148 34 0
70 218 10 0
147 64 21 0
28 199 3 0
147 136 66 0
63 256 42 0
148 73 67 0
244 200 68 0
239 92 60 0
30 200 42 0
33 134 59 0
220 4 51 0
29 40 31 0
215 114 54 0
153 175 83 0
86 58 19 0
239 155 100 0
176 185 15 0
239 67 88 0
176 69 78 0
109 240 25 0
142 11 28 0
217 230 8 0
246 44 57 0
105 211 28 0
209 169 27 0
243 10 51 0
35 79 51 0
256 211 41 0
181 36 92 0
214 90 40 0
120 50 53 0
210 124 54 0
69 3 75 0
50 68 34 0
31 124 38 0
130 151 33 0
22 145 31 0
93 135 12 0
78 178 61 0
153 107 46 0
164 98 28 0
191 242 10 0
132 4 78 0
221 101 87 0
256 225 17 0
47 53 64 0
229 184 96 0
174 195 75 0
82 161 58 0
112 38 93 0
215 251 49 0
208 243 27 0
198 40 38 0
190 20 17 0
91 183 5 0
50 116 33 0
125 130 46 0
207 202 49 0
242 93 81 0
220 97 6 0
36 163 27 0
167 35 44 0
50 155 95 0
23 220 93 0
190 122 29 0
20 221 57 0
85 213 12 0
76 125 7 0
207 130 6 0
121 40 38 0
4 206 27 0
150 114 14 0
60 148 96 0
135 35 84 0
60 132 92 0
48 177 45 0
51 98 22 0
62 47 100 0
118 144 21 0
114 16 4 0
235 18 91 0
251 89 29 0
234 246 90 0
169 240 47 0
210 223 45 0
227 80 72 0
25 67 99 0
222 26 34 0
61 100 57 0
153 100 37 0
174 95 97 0
203 96 4 0
229 20 99 0
242 193 4 0
11 122 69 0
241 253 76 0
224 187 29 0
66 245 84 0
237 225 45 0
39 17 44 0
29 131 72 0
34 7 67 0
3 209 36 0
16 10 34 0
52 113 98 0
251 29 7 0
191 254 99 0
207 54 80 0
183 68 1 0
9 188 45 0
244 116 13 0
250 132 16 0
1 14 7 0
61 118 24 0
191 166 91 0
202 19 70 0
53 216 23 0
107 220 88 0
205 14 5 0
25 175 66 0
10 195 27 0
222 92 54 0
236 125 67 0
8 178 73 0
221 154 33 0
92 20 12 0
16 209 90 0
159 245 11 0
159 5 80 0
132 212 57 0
115 200 31 0
136 185 31 0
177 246 99 0
209 173 35 0
156 167 71 0
70 154 33 0
230 83 95 0
95 180 52 0
61 184 99 0
184 178 73 0
223 89 17 0
122 27 64 0
112 35 87 0
69 232 25 0
218 24 93 0
139 8 62 0
82 249 59 0
82 171 50 0
57 124 51 0
190 213 15 0
38 148 32 0
12 164 64 0
101 7 8 0
2 145 84 0
60 24 27 0
248 190 93 0
136 118 94 0
73 54 23 0
107 97 48 0
200 47 57 0
96 223 43 0
196 157 75 0
79 158 65 0
72 103 2 0
7 117 83 0
165 232 29 0
67 245 48 0
134 202 83 0
8 133 2 0
89 135 50 0
200 216 64 0
96 119 67 0
86 76 35 0
239 150 88 0
176 135 50 0
9 211 35 0
164 253 65 0
0 13 27 0
223 23 68 0
88 68 3 0
222 40 29 0
149 62 2 0
108 3 53 0
223 236 4 0
28 242 63 0
181 227 1 0
45 192 22 0
158 71 86 0
212 205 18 0
29 21 73 0
12 200 99 0
234 194 76 0
129 250 95 0
127 24 40 0
137 0 6 0
111 206 76 0
224 179 61 0
255 243 58 0
128 50 81 0
209 201 72 0
22 129 1 0
182 39 15 0
89 139 7 0
99 180 27 0
222 60 34 0
193 231 82 0
78 168 54 0
145 28 54 0
0 133 21 0
52 124 31 0
119 123 12 0
74 125 4 0
85 30 59 0
55 218 49 0
98 118 89 0
239 104 94 0
130 238 71 0
12 198 11 0
61 109 25 0
232 93 4 0
209 245 11 0
114 246 67 0
182 171 43 0
32 210 63 0
220 114 86 0
217 212 69 0
115 11 6 0
177 171 35 0
167 187 54 0
54 79 92 0
133 170 17 0
24 68 62 0
4 129 16 0
134 54 28 0
208 153 49 0
36 50 69 0
113 97 33 0
143 252 23 0
90 207 77 0
117 19 75 0
199 102 50 0
80 14 77 0
7 36 85 0
164 222 20 0
203 52 51 0
231 244 8 0
190 147 98 0
35 210 75 0
44 252 76 0
56 68 48 0
19 93 45 0
79 62 5 0
237 131 49 0
1 16 36 0
229 60 69 0
38 156 83 0
248 196 72 0
114 52 25 0
14 50 97 0
94 222 23 0
149 136 10 0
242 103 2 0
155 221 61 0
121 60 78 0
151 179 59 0
174 231 74 0
143 63 65 0
182 48 56 0
201 153 54 0
111 141 22 0
8 12 90 0
44 137 11 0
179 25 6 0
68 126 11 0
250 134 1 0
38 61 68 0
175 231 71 0
183 174 33 0
180 148 60 0
69 131 57 0
161 126 13 0
75 34 84 0
239 244 18 0
135 11 87 0
210 256 90 0
144 182 96 0
71 230 3 0
60 171 43 0
100 242 48 0
79 154 38 0
231 218 45 0
1 34 71 0
252 120 4 0
202 8 100 0
27 120 14 0
207 175 84 0
252 91 27 0
225 11 34 0
170 160 31 0
177 26 70 0
145 53 70 0
141 24 40 0
241 62 59 0
92 190 14 0
206 171 54 0
5 198 85 0
236 169 58 0
78 48 82 0
220 233 61 0
70 162 38 0
23 138 57 0
113 59 14 0
80 243 50 0
216 21 42 0
194 209 30 0
89 30 27 0
57 107 51 0
164 167 47 0
126 194 38 0
62 68 94 0
45 122 49 0
26 43 57 0
234 158 97 0
169 53 97 0
141 143 80 0
24 190 34 0
162 11 26 0
49 121 4 0
92 139 27 0
256 175 16 0
12 72 7 0
13 130 51 0
108 147 7 0
100 108 78 0
42 202 46 0
89 10 33 0
56 243 63 0
219 167 80 0
248 223 4 0
75 49 93 0
35 1 11 0
33 148 74 0
136 235 9 0
165 96 50 0
210 180 1 0
70 227 95 0
69 225 16 0
133 198 61 0
54 102 31 0
127 185 39 0
209 40 88 0
204 13 53 0
222 72 51 0
199 207 48 0
146 218 70 0
12 125 99 0
248 78 47 0
102 238 19 0
51 52 15 0
231 192 44 0
4 244 86 0
22 47 93 0
139 234 3 0
148 141 16 0
135 215 6 0
46 156 69 0
185 148 25 0
45 221 68 0
147 171 62 0
90 82 22 0
32 193 95 0
239 4 20 0
153 203 91 0
212 224 17 0
157 94 79 0
126 201 14 0
73 9 34 0
225 44 36 0
237 175 74 0
127 121 87 0
170 32 89 0
178 67 37 0
128 140 74 0
98 40 8 0
239 89 73 0
123 190 83 0
171 89 60 0
95 101 5 0
190 158 14 0
68 9 19 0
21 247 12 0
43 48 49 0
164 163 11 0
143 87 17 0
86 6 99 0
56 256 87 0
240 238 3 0
186 142 2 0
72 254 33 0
135 189 51 0
243 123 71 0
23 197 71 0
68 131 56 0
90 36 100 0
194 88 27 0
235 59 85 0
98 93 26 0
75 104 9 0
0 210 96 0
71 135 15 0
166 58 32 0
5 54 79 0
10 197 51 0
212 230 3 0
58 61 79 0
203 244 14 0
139 140 15 0
88 65 13 0
67 198 25 0
70 116 34 0
146 244 2 0
44 181 78 0
87 17 43 0
40 145 37 0
189 68 45 0
196 63 60 0
227 233 13 0
222 187 66 0
204 129 86 0
177 211 34 0
136 197 94 0
1 82 62 0
46 164 21 0
57 151 96 0
119 59 91 0
237 191 28 0
156 107 63 0
136 245 93 0
197 55 80 0
116 215 10 0
121 230 8 0
206 224 96 0
90 30 43 0
215 57 3 0
37 186 9 0
178 100 96 0
203 166 73 0
6 169 63 0
26 82 2 0
174 189 85 0
43 165 38 0
128 116 62 0
137 144 95 0
44 169 60 0
190 161 34 0
99 213 99 0
52 143 36 0
204 55 5 0
119 88 30 0
108 126 54 0
255 94 53 0
130 94 10 0
19 29 64 0
207 125 39 0
141 7 83 0
80 131 83 0
173 83 81 0
31 129 81 0
116 5 74 0
38 125 99 0
191 214 4 0
216 67 50 0
248 114 61 0
8 53 53 0
176 0 11 0
83 118 85 0
52 91 17 0
37 240 21 0
24 126 35 0
170 234 71 0
56 79 49 0
202 189 75 0
249 206 84 0
19 12 54 0
162 49 100 0
134 50 81 0
74 233 92 0
133 102 46 0
202 36 50 0
107 146 76 0
233 198 13 0
152 12 64 0
248 135 72 0
134 149 99 0
33 144 91 0
106 1 69 0
177 137 11 0
145 88 9 0
176 66 9 0
235 183 80 0
185 174 62 0
69 190 4 0
22 162 10 0
172 196 46 0
95 9 33 0
123 110 80 0
152 206 16 0
94 140 75 0
181 218 32 0
4 3 40 0
140 94 4 0
138 88 26 0
84 141 41 0
167 109 69 0
18 212 51 0
205 121 26 0
125 35 80 0
159 256 6 0
254 198 15 0
183 13 28 0
134 14 79 0
81 196 19 0
248 158 22 0
66 140 15 0
191 212 65 0
215 149 71 0
27 143 44 0
145 34 75 0
14 91 88 0
70 160 13 0
74 61 74 0
159 220 35 0
138 170 63 0
178 98 7 0
100 188 40 0
109 125 88 0
222 241 97 0
17 22 61 0
241 20 32 0
130 225 75 0
58 75 61 0
145 197 8 0
163 177 74 0
62 89 76 0
82 166 64 0
53 160 35 0
35 220 92 0
184 92 88 0
18 16 67 0
222 248 58 0
188 98 9 0
106 86 62 0
208 57 93 0
20 106 82 0
250 236 52 0
140 252 45 0
66 150 47 0
116 39 60 0
28 174 58 0
77 158 83 0
162 229 21 0
60 140 89 0
180 212 8 0
76 126 89 0
0 49 21 0
122 209 82 0
80 199 69 0
88 45 3 0
18 157 92 0
10 252 86 0
127 247 23 0
97 35 49 0
217 147 37 0
155 223 49 0
224 18 3 0
4 216 76 0
12 107 33 0
21 210 10 0
216 19 55 0
134 73 9 0
63 210 21 0
49 165 1 0
126 1 30 0
39 190 88 0
36 131 14 0
154 22 48 0
137 250 32 0
209 162 9 0
138 120 65 0
221 236 67 0
256 54 55 0
155 26 27 0
178 79 47 0
225 238 71 0
218 231 60 0
48 159 13 0
85 90 21 0
55 221 13 0
247 240 30 0
1 73 51 0
250 190 2 0
181 110 33 0
158 60 38 0
139 71 70 0
37 101 17 0
167 206 11 0
121 100 81 0
73 252 3 0
188 116 62 0
108 175 48 0
87 60 51 0
131 193 39 0
214 234 74 0
59 190 86 0
222 87 87 0
74 164 8 0
16 51 11 0
115 12 96 0
62 142 82 0
60 27 11 0
173 111 14 0
237 40 5 0
152 169 18 0
92 29 90 0
231 33 6 0
101 166 82 0
173 229 48 0
227 53 31 0
146 256 76 0
42 47 33 0
199 237 99 0
230 101 6 0
206 39 38 0
118 230 56 0
205 201 85 0
75 50 96 0
1 252 26 0
15 246 63 0
108 110 45 0
213 250 91 0
244 128 32 0
109 33 75 0
117 113 35 0
193 145 88 0
108 158 67 0
231 223 10 0
120 200 99 0
182 145 91 0
192 150 87 0
112 161 48 0
18 74 6 0
65 230 43 0
168 119 12 0
10 206 14 0
65 42 70 0
205 133 68 0
128 12 74 0
59 122 66 0
139 20 73 0
18 61 31 0
42 4 88 0
113 131 93 0
106 8 11 0
251 134 65 0
140 204 2 0
256 213 17 0
184 94 1 0
183 149 48 0
127 139 25 0
41 230 15 0
15 93 79 0
170 74 23 0
168 198 55 0
156 68 26 0
226 236 45 0
2 85 76 0
201 221 5 0
77 20 15 0
119 116 60 0
195 65 20 0
122 222 83 0
80 46 19 0
117 80 73 0
18 214 71 0
219 65 57 0
249 194 95 0
163 158 62 0
211 91 19 0
154 158 89 0
194 73 61 0
108 103 78 0
154 69 58 0
142 163 53 0
60 186 40 0
191 97 18 0
225 64 68 0
239 121 19 0
7 102 3 0
215 134 92 0
14 58 73 0
79 39 90 0
208 51 54 0
211 79 71 0
42 164 72 0
5 47 3 0
76 233 58 0
239 247 100 0
94 137 72 0
89 220 57 0
20 44 82 0
125 126 68 0
41 21 85 0
34 29 51 0
200 159 97 0
231 212 68 0
108 128 80 0
167 204 29 0
248 249 100 0
180 181 81 0
132 225 100 0
70 209 89 0
7 187 45 0
51 151 78 0
241 113 5 0
23 40 63 0
133 38 24 0
69 77 71 0
130 131 83 0
98 154 57 0
230 95 27 0
239 173 4 0
158 205 26 0
143 247 45 0
130 182 3 0
193 135 89 0
34 31 100 0
224 217 65 0
44 163 23 0
48 152 55 0
185 37 5 0
81 80 18 0
85 229 52 0
172 254 31 0
231 98 9 0
51 26 61 0
24 219 82 0
217 56 86 0
95 171 77 0
241 171 20 0
158 114 19 0
160 66 49 0
21 177 51 0
93 27 49 0
93 2 90 0
56 107 100 0
241 98 77 0
90 220 75 0
83 49 44 0
35 98 30 0
131 17 14 0
149 203 55 0
49 115 92 0
230 48 25 0
212 242 48 0
196 91 16 0
230 235 91 0
51 133 92 0
135 110 72 0
249 211 88 0
94 51 30 0
86 188 98 0
164 250 79 0
112 184 20 0
195 41 21 0
191 60 2 0
158 89 100 0
234 185 33 0
27 30 36 0
220 83 75 0
146 18 8 0
204 160 89 0
188 127 51 0
205 24 58 0
63 114 11 0
102 136 67 0
26 153 65 0
232 46 29 0
137 50 87 0
141 224 94 0
208 188 17 0
208 108 33 0
123 193 5 0
1 132 16 0
71 124 66 0
24 47 81 0
112 79 71 0
168 241 87 0
140 195 82 0
244 253 66 0
147 77 97 0
64 135 88 0
133 22 56 0
211 63 59 0
55 145 59 0
53 237 39 0
121 103 10 0
103 197 80 0
247 66 42 0
161 229 12 0
56 227 47 0
4 71 41 0
11 224 91 0
58 28 55 0
33 133 83 0
14 48 84 0
253 225 55 0
212 78 33 0
37 183 24 0
127 21 70 0
7 215 58 0
200 156 79 0
6 131 60 0
251 130 87 0
132 153 41 0
2 115 90 0
96 170 65 0
229 203 27 0
125 149 48 0
59 15 62 0
204 210 88 0
157 195 55 0
65 59 41 0
115 213 80 0
24 15 73 0
216 252 92 0
33 195 54 0
86 245 82 0
62 27 47 0
207 106 29 0
223 126 40 0
213 225 69 0
147 58 66 0
161 3 22 0
149 206 32 0
181 176 6 0
191 117 54 0
76 106 41 0
0 4 89 0
242 119 31 0
127 43 36 0
89 229 25 0
16 90 55 0
147 99 71 0
108 189 4 0
232 36 65 0
41 75 84 0
194 104 99 0
219 86 56 0
192 155 80 0
149 171 14 0
73 184 56 0
28 96 26 0
176 162 70 0
148 118 82 0
235 17 22 0
156 53 32 0
38 21 28 0
131 173 13 0
182 199 37 0
94 225 41 0
8 52 100 0
138 191 10 0
135 193 1 0
105 136 81 0
48 140 81 0
109 27 70 0
203 145 36 0
101 240 37 0
100 22 38 0
173 41 66 0
141 235 11 0
150 232 49 0
1 161 20 0
7 243 5 0
132 23 72 0
1 39 51 0
142 249 64 0
139 24 90 0
28 40 37 0
201 157 68 0
160 81 18 0
193 236 74 0
214 224 78 0
122 88 83 0
244 42 97 0
226 121 42 0
13 212 10 0
169 178 43 0
211 246 98 0
128 25 17 0
96 25 56 0
6 247 32 0
149 238 11 0
4 146 77 0
108 144 52 0
40 242 11 0
53 78 15 0
132 155 26 0
56 95 86 0
24 208 13 0
195 14 95 0
236 116 68 0
204 58 66 0
242 42 9 0
216 59 56 0
79 29 62 0
142 50 82 0
191 249 57 0
143 103 77 0
229 194 3 0
4 234 13 0
251 9 98 0
138 40 73 0
186 91 87 0
5 246 19 0
186 181 91 0
